model_id,model_family,model_size,benchmark,benchmark_variant,score_raw,score_normalized_0_100,metric_name,source_url,source_type,source_priority,notes
Gemma-3-IT-27B,Gemma,27B,MMMU,val_or_pt,64.9,64.9,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-27B,Gemma,27B,MathVista,testmini,67.6,67.6,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-27B,Gemma,27B,TextVQA,reported,65.1,65.1,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-27B,Gemma,27B,VQAv2,val,71.0,71.0,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-4B,Gemma,4B,AI2D,reported,74.8,74.8,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-4B,Gemma,4B,ChartQA,reported,68.8,68.8,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-4B,Gemma,4B,DocVQA,reported,75.8,75.8,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-4B,Gemma,4B,InfoVQA,reported,50.0,50.0,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-4B,Gemma,4B,MMMU,val_or_pt,48.8,48.8,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-4B,Gemma,4B,MathVista,testmini,50.0,50.0,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-4B,Gemma,4B,TextVQA,reported,57.8,57.8,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-IT-4B,Gemma,4B,VQAv2,val,62.4,62.4,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-12B,Gemma,12B,AI2D,reported,75.2,75.2,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-12B,Gemma,12B,ChartQA,reported,74.7,74.7,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-12B,Gemma,12B,DocVQA,reported,82.3,82.3,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-12B,Gemma,12B,InfoVQA,reported,54.8,54.8,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-12B,Gemma,12B,MMMU,val_or_pt,50.3,50.3,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-12B,Gemma,12B,RealWorldQA,reported,52.2,52.2,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-12B,Gemma,12B,TextVQA,reported,66.5,66.5,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-12B,Gemma,12B,VQAv2,val,71.2,71.2,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-27B,Gemma,27B,AI2D,reported,79.0,79.0,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-27B,Gemma,27B,ChartQA,reported,76.3,76.3,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-27B,Gemma,27B,DocVQA,reported,85.6,85.6,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-27B,Gemma,27B,InfoVQA,reported,59.4,59.4,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-27B,Gemma,27B,MMMU,val_or_pt,56.1,56.1,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-27B,Gemma,27B,RealWorldQA,reported,53.9,53.9,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-27B,Gemma,27B,TextVQA,reported,68.6,68.6,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-27B,Gemma,27B,VQAv2,val,72.9,72.9,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-4B,Gemma,4B,AI2D,reported,63.2,63.2,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-4B,Gemma,4B,ChartQA,reported,63.6,63.6,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-4B,Gemma,4B,DocVQA,reported,72.8,72.8,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-4B,Gemma,4B,InfoVQA,reported,44.1,44.1,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-4B,Gemma,4B,MMMU,val_or_pt,39.2,39.2,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-4B,Gemma,4B,RealWorldQA,reported,45.5,45.5,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-4B,Gemma,4B,TextVQA,reported,58.9,58.9,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemma-3-PT-4B,Gemma,4B,VQAv2,val,63.9,63.9,accuracy_or_score_percent,https://ai.google.dev/gemma/docs/core/model_card_3,official_model_card,1,Official Gemma 3 model card multimodal benchmark table. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,AI2D,test,81.9,81.9,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,BetterChartQA,internal,43.0,43.0,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,ChartQA,test,74.1,74.1,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,DUDE,test,39.0,39.0,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,DocVQA,test,88.3,88.3,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,EgoSchema,test,55.7,55.7,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,InfographicVQA,test,75.2,75.2,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,MMMU,val,47.9,47.9,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,MathVista,testmini,46.6,46.6,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,RealWorldQA,test,61.6,61.6,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,TextVQA,val,74.6,74.6,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Pro,Google DeepMind,closed,VQAv2,test_dev,71.2,71.2,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,AI2D,test,87.7,87.7,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,BetterChartQA,internal,47.9,47.9,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,ChartQA,test,80.8,80.8,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,DUDE,test,44.0,44.0,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,DocVQA,test,92.4,92.4,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,EgoSchema,test,61.5,61.5,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,InfographicVQA,test,80.3,80.3,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,MMMU,val,59.4,59.4,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,MathVista,testmini,53.0,53.0,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,RealWorldQA,test,64.7,64.7,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,TextVQA,val,82.3,82.3,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.0-Ultra,Google DeepMind,closed,VQAv2,test_dev,77.8,77.8,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,AI2D,test,91.7,91.7,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,BetterChartQA,internal,59.0,59.0,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,ChartQA,test,85.4,85.4,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,DUDE,test,48.0,48.0,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,DocVQA,test,89.9,89.9,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,EgoSchema,test,65.7,65.7,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,InfographicVQA,test,75.3,75.3,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,MMMU,val,56.1,56.1,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,MathVista,testmini,58.4,58.4,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,RealWorldQA,test,67.5,67.5,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,TextVQA,val,78.7,78.7,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Flash,Google DeepMind,closed,VQAv2,test_dev,80.1,80.1,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,AI2D,test,94.4,94.4,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,BetterChartQA,internal,65.8,65.8,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,ChartQA,test,87.2,87.2,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,DUDE,test,46.0,46.0,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,DocVQA,test,93.1,93.1,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,EgoSchema,test,72.2,72.2,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,InfographicVQA,test,81.0,81.0,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,MMMU,val,62.2,62.2,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,MathVista,testmini,63.9,63.9,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,RealWorldQA,test,70.4,70.4,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,TextVQA,val,78.7,78.7,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
Gemini-1.5-Pro,Google DeepMind,closed,VQAv2,test_dev,80.2,80.2,accuracy_or_score_percent,https://storage.googleapis.com/deepmind-media/gemini/gemini_v1_5_report.pdf,official_vendor_report,1,Official Gemini 1.5 report Table 18/19 image and video results. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,GQA,reported,63.3,63.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,LLaVA-Bench-Wild,reported,72.5,72.5,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,MMBench,reported,67.7,67.7,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,MMBench-CN,reported,63.6,63.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,MME,perception_plus_cognition,1531.3,54.6893,points/2800,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: MME sum divided by 2800 and scaled to 0-100
LLaVA-1.5-13B,LLaVA,13B,MMVet,reported,36.1,36.1,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,POPE,reported,85.9,85.9,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,SEED-Image,reported,61.6,61.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,ScienceQA,img,71.6,71.6,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
LLaVA-1.5-13B,LLaVA,13B,TextVQA,reported,61.3,61.3,accuracy_or_score_percent,https://github.com/haotian-liu/LLaVA/blob/main/docs/MODEL_ZOO.md,official_model_card,1,Official LLaVA model zoo benchmark table. Normalization: kept as reported percentage/score
